income_group,mean_rate,mean_ltv,mean_dti,mean_upb,mean_fico,n_loans
Q1_LOW_INCOME,2.8199147052130638,72.0551284715008,32.01410861456571,287943.24893888575,760.785086026931,101073
Q2_LOWER_MID,2.854704950704454,71.35957277193896,33.83085770995347,268603.0488400091,757.8926886408747,122932
Q3_MIDDLE,2.847744573890336,72.41669242268463,32.18696976769123,229090.8041554444,757.0513122953973,158539
Q4_UPPER_MID,2.807043464794549,68.98000206483584,32.44532314680983,277217.95374767703,762.4054201940945,96860
Q5_HIGH_INCOME,2.825422252450994,65.9462533049414,33.80868289532026,336811.63065671857,761.374921310919,365362
